Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Rogério Ceni,br BRA,GK,41.0,35.0,1,0,0,,,,,,,,,0,Matches
Ganso,br BRA,MF,24.0,33.1,9,0,0,,,,,,,,,0,Matches
Josef de Souza,br BRA,MF,24.0,31.6,6,0,0,,,,,,,,,0,Matches
Alan Kardec,br BRA,FW,25.0,24.7,2,0,0,,,,,,,,,0,Matches
Denílson,br BRA,MF,25.0,25.2,4,0,0,,,,,,,,,0,Matches
Alexandre Pato,br BRA,"FW,MF",24.0,21.7,4,0,0,,,,,,,,,0,Matches
Edson Silva,br BRA,DF,27.0,23.0,4,0,0,,,,,,,,,0,Matches
Álvaro Pereira,uy URU,"DF,MF",28.0,20.1,13,2,1,,,,,,,,,0,Matches
Antônio Carlos,br BRA,DF,30.0,18.3,5,0,0,,,,,,,,,0,Matches
Kaká,br BRA,"FW,MF",31.0,17.4,7,0,0,,,,,,,,,0,Matches
Rafael Tolói,it ITA,DF,23.0,16.2,3,0,0,,,,,,,,,0,Matches
Luís Fabiano,br BRA,FW,33.0,16.9,4,0,0,,,,,,,,,0,Matches
Osvaldo,br BRA,"FW,MF",26.0,16.6,5,0,0,,,,,,,,,0,Matches
Maicon Souza,br BRA,MF,28.0,13.7,5,0,0,,,,,,,,,0,Matches
Michel Bastos,br BRA,"DF,MF",30.0,13.6,3,2,0,,,,,,,,,0,Matches
Hudson,br BRA,MF,26.0,11.9,3,0,0,,,,,,,,,0,Matches
Paulo Miranda,br BRA,DF,25.0,11.0,3,1,0,,,,,,,,,0,Matches
Reinaldo,br BRA,"DF,MF",24.0,11.4,3,0,0,,,,,,,,,0,Matches
Auro,br BRA,"DF,MF",18.0,10.5,1,0,0,,,,,,,,,0,Matches
Douglas,br BRA,DF,23.0,9.2,3,0,0,,,,,,,,,0,Matches
Lucão,br BRA,DF,17.0,8.6,1,0,0,,,,,,,,,1,Matches
Rodrigo Caio,br BRA,"DF,MF",20.0,7.7,2,0,0,,,,,,,,,0,Matches
Ademilson,br BRA,FW,20.0,6.4,1,0,0,,,,,,,,,0,Matches
Gabriel Boschilia,br BRA,MF,17.0,4.9,0,0,0,,,,,,,,,0,Matches
Denis,br BRA,GK,26.0,3.0,0,0,0,,,,,,,,,0,Matches
Luis Ricardo,br BRA,DF,30.0,2.8,1,0,0,,,,,,,,,0,Matches
Dorlan Pabón,co COL,"FW,MF",26.0,1.8,0,0,0,,,,,,,,,0,Matches
Ewandro,br BRA,"FW,MF",17.0,1.0,0,0,0,,,,,,,,,0,Matches
Squad Total,,,27.2,38.0,93,5,1,,,,,,,,,1,
Opponent Total,,,26.4,38.0,86,4,2,,,,,,,,,1,
