Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 17_level_0
Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Diego Cavalieri,br BRA,GK,32.0,35.0,2,0,0,,,,,,,,,0,Matches
Jean,br BRA,"DF,MF",28.0,31.6,4,0,0,,,,,,,,,0,Matches
Gum,br BRA,DF,29.0,28.6,7,2,1,,,,,,,,,0,Matches
Wellington Silva,br BRA,DF,26.0,25.2,5,0,0,,,,,,,,,0,Matches
Edson,br BRA,"DF,MF",23.0,24.9,9,0,0,,,,,,,,,0,Matches
Gerson,br BRA,"FW,MF",17.0,20.3,6,1,0,,,,,,,,,0,Matches
Gustavo Scarpa,br BRA,"DF,FW",21.0,24.2,3,0,0,,,,,,,,,0,Matches
Marcos Júnior,br BRA,"FW,MF",22.0,21.3,13,1,1,,,,,,,,,0,Matches
Fred,br BRA,FW,31.0,20.8,5,0,0,,,,,,,,,0,Matches
Marlon,br BRA,"DF,MF",19.0,21.7,4,0,0,,,,,,,,,1,Matches
Cícero Santos,br BRA,MF,30.0,18.3,5,0,0,,,,,,,,,0,Matches
Antônio Carlos,br BRA,DF,31.0,15.6,3,1,0,,,,,,,,,0,Matches
Pierre,br BRA,MF,33.0,12.6,6,0,0,,,,,,,,,0,Matches
Giovanni Palmieri,br BRA,DF,25.0,10.8,0,1,0,,,,,,,,,0,Matches
Vinícius,br BRA,"FW,MF",23.0,10.5,3,0,0,,,,,,,,,0,Matches
Osvaldo,br BRA,"FW,MF",27.0,9.5,2,1,0,,,,,,,,,0,Matches
Renato,br BRA,"DF,FW",25.0,8.9,4,0,0,,,,,,,,,0,Matches
Wágner,br BRA,MF,30.0,7.3,5,0,0,,,,,,,,,0,Matches
Magno Alves,br BRA,FW,39.0,7.8,0,1,0,,,,,,,,,0,Matches
Wellington Paulista,br BRA,FW,30.0,7.6,5,0,0,,,,,,,,,0,Matches
Henrique,br BRA,DF,31.0,6.9,3,0,0,,,,,,,,,0,Matches
Ronaldinho,br BRA,"FW,MF",34.0,5.2,1,0,0,,,,,,,,,0,Matches
Léo Pelé,br BRA,DF,18.0,5.0,0,0,0,,,,,,,,,0,Matches
Breno Lopes,br BRA,DF,24.0,4.1,0,0,0,,,,,,,,,0,Matches
Higor,br BRA,MF,21.0,4.4,2,1,1,,,,,,,,,0,Matches
Victor Oliveira,br BRA,DF,20.0,3.2,1,0,0,,,,,,,,,0,Matches
Douglas,br BRA,MF,18.0,2.7,3,0,0,,,,,,,,,0,Matches
Ayrton Lucas,br BRA,"DF,MF",17.0,2.6,1,0,0,,,,,,,,,0,Matches
Michael,br BRA,FW,21.0,2.8,0,0,0,,,,,,,,,0,Matches
Jonathan Moreira,br BRA,DF,28.0,2.3,0,0,0,,,,,,,,,0,Matches
Júlio César,br BRA,GK,28.0,2.0,0,0,0,,,,,,,,,0,Matches
Ygor Nogueira,br BRA,DF,19.0,2.0,0,0,0,,,,,,,,,0,Matches
Rafinha,br BRA,MF,21.0,1.2,0,0,0,,,,,,,,,0,Matches
Artur Jesus Vieira,br BRA,DF,24.0,1.0,0,0,0,,,,,,,,,0,Matches
Kenedy,br BRA,"FW,MF",18.0,1.0,0,0,0,,,,,,,,,0,Matches
Kléver,br BRA,GK,25.0,1.0,0,0,0,,,,,,,,,0,Matches
Lucas Gomes,br BRA,FW,24.0,4.0,1,1,0,,,,,,,,,0,Matches
Robert,br BRA,MF,18.0,1.7,1,0,0,,,,,,,,,0,Matches
Marlone,br BRA,MF,22.0,0.0,0,0,0,,,,,,,,,0,Matches
Squad Total,,,26.6,38.0,104,10,3,,,,,,,,,1,
Opponent Total,,,26.6,38.0,109,5,5,,,,,,,,,1,
